symbol,price,date
ALGOTUSD,1.017,2022-04-05 20:16:56
ALGOPAX,0.2039,2022-04-05 20:16:56
ALGOUSDC,0.238,2022-04-05 20:16:56
USDSBUSDT,0.9997,2022-04-05 20:16:56
USDSBUSDS,0.9999,2022-04-05 20:16:56
GTOUSDT,0.05458,2022-04-05 20:16:56
GTOPAX,0.01361,2022-04-05 20:16:56
GTOTUSD,0.01236,2022-04-05 20:16:56
GTOUSDC,0.01196,2022-04-05 20:16:56
ERDBNB,0.00083273,2022-04-05 20:16:56
ERDBTC,1.68e-06,2022-04-05 20:16:56
ERDUSDT,0.01971,2022-04-05 20:16:56
ERDPAX,0.0012527,2022-04-05 20:16:56
ERDUSDC,0.0013573,2022-04-05 20:16:56
DOGEBNB,0.0001527,2022-04-05 20:16:56
DOGEBTC,3.72e-06,2022-04-05 20:16:56
DOGEUSDT,0.171,2022-04-05 20:16:56
DOGEPAX,0.0021682,2022-04-05 20:16:56
DOGEUSDC,0.0021277,2022-04-05 20:16:56
DUSKBNB,0.00118,2022-04-05 20:16:56
DUSKBTC,9.67e-06,2022-04-05 20:16:56
DUSKUSDT,0.4436,2022-04-05 20:16:56
DUSKUSDC,0.0179,2022-04-05 20:16:56
DUSKPAX,0.0189,2022-04-05 20:16:56
BGBPUSDC,1.39,2022-04-05 20:16:56
ANKRBNB,0.0002047,2022-04-05 20:16:56
ANKRBTC,2e-06,2022-04-05 20:16:56
ANKRUSDT,0.09192,2022-04-05 20:16:56
ANKRTUSD,0.002128,2022-04-05 20:16:56
ANKRPAX,0.002093,2022-04-05 20:16:56
ANKRUSDC,0.002097,2022-04-05 20:16:56
ONTPAX,0.8451,2022-04-05 20:16:56
ONTUSDC,0.5708,2022-04-05 20:16:56
WINBNB,7.8e-07,2022-04-05 20:16:56
WINBTC,1e-08,2022-04-05 20:16:56
WINUSDT,0.0003512,2022-04-05 20:16:56
WINUSDC,0.0003512,2022-04-05 20:16:56
COSBNB,4.186e-05,2022-04-05 20:16:56
COSBTC,4.1e-07,2022-04-05 20:16:56
COSUSDT,0.01879,2022-04-05 20:16:56
TUSDBTUSD,0.9975,2022-04-05 20:16:56
NPXSUSDT,0.0070301,2022-04-05 20:16:56
NPXSUSDC,0.0001702,2022-04-05 20:16:56
COCOSBNB,0.003478,2022-04-05 20:16:56
COCOSBTC,3e-08,2022-04-05 20:16:56
COCOSUSDT,1.563,2022-04-05 20:16:56
MTLUSDT,1.963,2022-04-05 20:16:56
TOMOBNB,0.03255,2022-04-05 20:16:56
TOMOBTC,3.411e-05,2022-04-05 20:16:56
TOMOUSDT,1.565,2022-04-05 20:16:56
TOMOUSDC,0.367,2022-04-05 20:16:56
PERLBNB,0.0001305,2022-04-05 20:16:56
PERLBTC,1.28e-06,2022-04-05 20:16:56
PERLUSDC,0.02447,2022-04-05 20:16:56
PERLUSDT,0.05854,2022-04-05 20:16:56
DENTUSDT,0.003347,2022-04-05 20:16:56
MFTUSDT,0.010479,2022-04-05 20:16:56
KEYUSDT,0.009821,2022-04-05 20:16:56
STORMUSDT,0.003397,2022-04-05 20:16:56
DOCKUSDT,0.04611,2022-04-05 20:16:56
WANUSDT,0.5749,2022-04-05 20:16:56
FUNUSDT,0.01191,2022-04-05 20:16:56
CVCUSDT,0.3492,2022-04-05 20:16:56
BTTTRX,0.03945,2022-04-05 20:16:56
WINTRX,0.005025,2022-04-05 20:16:56
CHZBNB,0.0005873,2022-04-05 20:16:56
CHZBTC,5.75e-06,2022-04-05 20:16:56
CHZUSDT,0.2637,2022-04-05 20:16:56
BANDBNB,0.02248,2022-04-05 20:16:56
BANDBTC,0.0001123,2022-04-05 20:16:56
BANDUSDT,5.146,2022-04-05 20:16:56
BNBBUSD,449.0,2022-04-05 20:16:56
BTCBUSD,45882.34,2022-04-05 20:16:56
BUSDUSDT,0.9998,2022-04-05 20:16:56
BEAMBNB,0.02177,2022-04-05 20:16:56
BEAMBTC,9.52e-06,2022-04-05 20:16:56
BEAMUSDT,0.4367,2022-04-05 20:16:56
XTZBNB,0.008254,2022-04-05 20:16:56
XTZBTC,8.068e-05,2022-04-05 20:16:56
XTZUSDT,3.702,2022-04-05 20:16:56
RENUSDT,0.4761,2022-04-05 20:16:56
RVNUSDT,0.06889,2022-04-05 20:16:56
HCUSDT,0.8423,2022-04-05 20:16:56
HBARBNB,0.0005124,2022-04-05 20:16:56
HBARBTC,5.01e-06,2022-04-05 20:16:56
HBARUSDT,0.2302,2022-04-05 20:16:56
NKNBNB,0.000747,2022-04-05 20:16:56
NKNBTC,6.24e-06,2022-04-05 20:16:56
NKNUSDT,0.2859,2022-04-05 20:16:56
XRPBUSD,0.8221,2022-04-05 20:16:56
ETHBUSD,3447.13,2022-04-05 20:16:56
BCHABCBUSD,220.16,2022-04-05 20:16:56
LTCBUSD,124.5,2022-04-05 20:16:56
LINKBUSD,17.0,2022-04-05 20:16:56
ETCBUSD,45.36,2022-04-05 20:16:56
STXBNB,0.003163,2022-04-05 20:16:56
STXBTC,3.085e-05,2022-04-05 20:16:56
STXUSDT,1.416,2022-04-05 20:16:56
KAVABNB,0.00966,2022-04-05 20:16:56
KAVABTC,9.47e-05,2022-04-05 20:16:56
KAVAUSDT,4.342,2022-04-05 20:16:56
BUSDNGN,462.64,2022-04-05 20:16:56
BNBNGN,43608.0,2022-04-05 20:16:56
BTCNGN,25941597.0,2022-04-05 20:16:56
ARPABNB,0.0002012,2022-04-05 20:16:56
ARPABTC,1.97e-06,2022-04-05 20:16:56
ARPAUSDT,0.09048,2022-04-05 20:16:56
TRXBUSD,0.06997,2022-04-05 20:16:56
EOSBUSD,2.783,2022-04-05 20:16:56
IOTXUSDT,0.09535,2022-04-05 20:16:56
RLCUSDT,2.382,2022-04-05 20:16:56
MCOUSDT,2.744,2022-04-05 20:16:56
XLMBUSD,0.2278,2022-04-05 20:16:56
ADABUSD,1.179,2022-04-05 20:16:56
CTXCBNB,0.004122,2022-04-05 20:16:56
CTXCBTC,7.07e-06,2022-04-05 20:16:56
CTXCUSDT,0.3237,2022-04-05 20:16:56
BCHBNB,0.822,2022-04-05 20:16:56
BCHBTC,0.00805,2022-04-05 20:16:56
BCHUSDT,369.0,2022-04-05 20:16:56
BCHUSDC,368.8,2022-04-05 20:16:56
BCHTUSD,630.0,2022-04-05 20:16:56
BCHPAX,617.72,2022-04-05 20:16:56
BCHBUSD,369.1,2022-04-05 20:16:56
BTCRUB,3976881.0,2022-04-05 20:16:56
ETHRUB,298601.4,2022-04-05 20:16:56
XRPRUB,71.12,2022-04-05 20:16:56
BNBRUB,38889.45,2022-04-05 20:16:56
TROYBNB,2.577e-05,2022-04-05 20:16:56
TROYBTC,1.8e-07,2022-04-05 20:16:56
TROYUSDT,0.011563,2022-04-05 20:16:56
BUSDRUB,86.66,2022-04-05 20:16:56
QTUMBUSD,7.945,2022-04-05 20:16:56
VETBUSD,0.07765,2022-04-05 20:16:56
VITEBNB,0.000707,2022-04-05 20:16:56
VITEBTC,1.36e-06,2022-04-05 20:16:56
VITEUSDT,0.06218,2022-04-05 20:16:56
FTTBNB,0.1092,2022-04-05 20:16:56
FTTBTC,0.0010667,2022-04-05 20:16:56
FTTUSDT,48.97,2022-04-05 20:16:56
BTCTRY,678221.0,2022-04-05 20:16:56
BNBTRY,6640.0,2022-04-05 20:16:56
BUSDTRY,14.784,2022-04-05 20:16:56
ETHTRY,50958.0,2022-04-05 20:16:56
XRPTRY,12.147,2022-04-05 20:16:56
USDTTRY,14.785,2022-04-05 20:16:56
USDTRUB,86.62,2022-04-05 20:16:56
BTCEUR,42095.83,2022-04-05 20:16:56
ETHEUR,3163.17,2022-04-05 20:16:56
BNBEUR,412.1,2022-04-05 20:16:56
XRPEUR,0.7535,2022-04-05 20:16:56
EURBUSD,1.09,2022-04-05 20:16:56
EURUSDT,1.089,2022-04-05 20:16:56
OGNBNB,0.001224,2022-04-05 20:16:56
OGNBTC,1.202e-05,2022-04-05 20:16:56
OGNUSDT,0.5513,2022-04-05 20:16:56
DREPBNB,9.38e-05,2022-04-05 20:16:56
DREPBTC,1.857e-05,2022-04-05 20:16:56
DREPUSDT,0.8506,2022-04-05 20:16:56
BULLUSDT,1370.28,2022-04-05 20:16:56
BULLBUSD,1368.56,2022-04-05 20:16:56
BEARUSDT,11.16,2022-04-05 20:16:56
BEARBUSD,11.14,2022-04-05 20:16:56
ETHBULLUSDT,79.18,2022-04-05 20:16:56
ETHBULLBUSD,78.46,2022-04-05 20:16:56
ETHBEARUSDT,12.2,2022-04-05 20:16:56
ETHBEARBUSD,12.24,2022-04-05 20:16:56
TCTBNB,0.0004186,2022-04-05 20:16:56
TCTBTC,5.4e-07,2022-04-05 20:16:56
TCTUSDT,0.02458,2022-04-05 20:16:56
WRXBNB,0.001637,2022-04-05 20:16:56
WRXBTC,1.602e-05,2022-04-05 20:16:56
WRXUSDT,0.735,2022-04-05 20:16:56
ICXBUSD,0.97,2022-04-05 20:16:56
BTSUSDT,0.02701,2022-04-05 20:16:56
BTSBUSD,0.0193,2022-04-05 20:16:56
LSKUSDT,2.48,2022-04-05 20:16:56
BNTUSDT,2.708,2022-04-05 20:16:56
BNTBUSD,2.704,2022-04-05 20:16:56
LTOBNB,0.00248,2022-04-05 20:16:56
LTOBTC,6.09e-06,2022-04-05 20:16:56
LTOUSDT,0.2796,2022-04-05 20:16:56
ATOMBUSD,29.65,2022-04-05 20:16:56
DASHBUSD,129.2,2022-04-05 20:16:56
NEOBUSD,26.16,2022-04-05 20:16:56
WAVESBUSD,30.53,2022-04-05 20:16:56
XTZBUSD,3.702,2022-04-05 20:16:56
EOSBULLUSDT,3.85,2022-04-05 20:16:56
EOSBULLBUSD,3.9,2022-04-05 20:16:56
EOSBEARUSDT,30.21,2022-04-05 20:16:56
EOSBEARBUSD,29.81,2022-04-05 20:16:56
XRPBULLUSDT,8.74,2022-04-05 20:16:56
XRPBULLBUSD,8.78,2022-04-05 20:16:56
XRPBEARUSDT,548.55,2022-04-05 20:16:56
XRPBEARBUSD,547.33,2022-04-05 20:16:56
BATBUSD,0.853,2022-04-05 20:16:56
ENJBUSD,1.722,2022-04-05 20:16:56
NANOBUSD,2.225,2022-04-05 20:16:56
ONTBUSD,0.6202,2022-04-05 20:16:56
RVNBUSD,0.06884,2022-04-05 20:16:56
STRATBUSD,0.4915,2022-04-05 20:16:56
STRATBNB,0.019,2022-04-05 20:16:56
STRATUSDT,0.4904,2022-04-05 20:16:56
AIONBUSD,0.0721,2022-04-05 20:16:56
AIONUSDT,0.1123,2022-04-05 20:16:56
MBLBNB,2.6e-05,2022-04-05 20:16:56
MBLBTC,5e-08,2022-04-05 20:16:56
MBLUSDT,0.011724,2022-04-05 20:16:56
COTIBNB,0.000706,2022-04-05 20:16:56
COTIBTC,6.89e-06,2022-04-05 20:16:56
COTIUSDT,0.3162,2022-04-05 20:16:56
ALGOBUSD,0.8472,2022-04-05 20:16:56
BTTBUSD,0.002778,2022-04-05 20:16:56
TOMOBUSD,1.566,2022-04-05 20:16:56
XMRBUSD,223.2,2022-04-05 20:16:56
ZECBUSD,167.4,2022-04-05 20:16:56
BNBBULLUSDT,57.21,2022-04-05 20:16:56
BNBBULLBUSD,58.37,2022-04-05 20:16:56
BNBBEARUSDT,58.61,2022-04-05 20:16:56
BNBBEARBUSD,57.21,2022-04-05 20:16:56
STPTBNB,0.00067,2022-04-05 20:16:56
STPTBTC,2.27e-06,2022-04-05 20:16:56
STPTUSDT,0.10417,2022-04-05 20:16:56
BTCZAR,857014.0,2022-04-05 20:16:56
ETHZAR,27850.4,2022-04-05 20:16:56
BNBZAR,5000.0,2022-04-05 20:16:56
USDTZAR,14.023,2022-04-05 20:16:56
BUSDZAR,13.888,2022-04-05 20:16:56
BTCBKRW,42029197.0,2022-04-05 20:16:56
ETHBKRW,1277799.0,2022-04-05 20:16:56
BNBBKRW,44687.0,2022-04-05 20:16:56
WTCUSDT,0.5799,2022-04-05 20:16:56
DATABUSD,0.08821,2022-04-05 20:16:56
DATAUSDT,0.08814,2022-04-05 20:16:56
XZCUSDT,4.446,2022-04-05 20:16:56
SOLBNB,0.2847,2022-04-05 20:16:56
SOLBTC,0.0027854,2022-04-05 20:16:56
SOLUSDT,127.8,2022-04-05 20:16:56
SOLBUSD,127.84,2022-04-05 20:16:56
BTCIDRT,693891182.0,2022-04-05 20:16:56
BNBIDRT,6423634.0,2022-04-05 20:16:56
USDTIDRT,14314.0,2022-04-05 20:16:56
BUSDIDRT,14389.0,2022-04-05 20:16:56
CTSIBTC,1.004e-05,2022-04-05 20:16:56
CTSIUSDT,0.462,2022-04-05 20:16:56
CTSIBNB,0.001028,2022-04-05 20:16:56
CTSIBUSD,0.4618,2022-04-05 20:16:56
HIVEBNB,0.00429,2022-04-05 20:16:56
HIVEBTC,2.362e-05,2022-04-05 20:16:56
HIVEUSDT,1.0839,2022-04-05 20:16:56
CHRBNB,0.0013154,2022-04-05 20:16:56
CHRBTC,1.287e-05,2022-04-05 20:16:56
CHRUSDT,0.5909,2022-04-05 20:16:56
BTCUPUSDT,50.589,2022-04-05 20:16:56
BTCDOWNUSDT,0.010064,2022-04-05 20:16:56
GXSUSDT,1.9884,2022-04-05 20:16:56
ARDRUSDT,0.2471,2022-04-05 20:16:56
ERDBUSD,0.019661,2022-04-05 20:16:56
LENDUSDT,0.51431,2022-04-05 20:16:56
HBARBUSD,0.2301,2022-04-05 20:16:56
MATICBUSD,1.607,2022-04-05 20:16:56
WRXBUSD,0.736,2022-04-05 20:16:56
ZILBUSD,0.12623,2022-04-05 20:16:56
MDTBNB,0.0007372,2022-04-05 20:16:56
MDTBTC,1.35e-06,2022-04-05 20:16:56
MDTUSDT,0.06185,2022-04-05 20:16:56
STMXBTC,4.9e-07,2022-04-05 20:16:56
STMXETH,6.53e-06,2022-04-05 20:16:56
STMXUSDT,0.02249,2022-04-05 20:16:56
KNCBUSD,3.054,2022-04-05 20:16:56
KNCUSDT,3.053,2022-04-05 20:16:56
REPBUSD,13.673,2022-04-05 20:16:56
REPUSDT,15.91,2022-04-05 20:16:56
LRCBUSD,1.1289,2022-04-05 20:16:56
LRCUSDT,1.129,2022-04-05 20:16:56
IQBNB,2.243e-05,2022-04-05 20:16:56
IQBUSD,0.01398,2022-04-05 20:16:56
PNTBTC,1.485e-05,2022-04-05 20:16:56
PNTUSDT,0.6809,2022-04-05 20:16:56
BTCGBP,35088.68,2022-04-05 20:16:56
ETHGBP,2638.65,2022-04-05 20:16:56
XRPGBP,0.6288,2022-04-05 20:16:56
BNBGBP,343.5,2022-04-05 20:16:56
GBPBUSD,1.306,2022-04-05 20:16:56
DGBBTC,7.2e-07,2022-04-05 20:16:56
DGBBUSD,0.03314,2022-04-05 20:16:56
BTCUAH,1460014.0,2022-04-05 20:16:56
USDTUAH,31.87,2022-04-05 20:16:56
COMPBTC,0.00341,2022-04-05 20:16:56
COMPBNB,5.719,2022-04-05 20:16:56
COMPBUSD,156.2,2022-04-05 20:16:56
COMPUSDT,156.4,2022-04-05 20:16:56
BTCBIDR,658489466.0,2022-04-05 20:16:56
ETHBIDR,49509349.0,2022-04-05 20:16:56
BNBBIDR,6445776.0,2022-04-05 20:16:56
BUSDBIDR,14367.0,2022-04-05 20:16:56
USDTBIDR,14369.0,2022-04-05 20:16:56
BKRWUSDT,0.0008453,2022-04-05 20:16:56
BKRWBUSD,0.0008455,2022-04-05 20:16:56
SCUSDT,0.01273,2022-04-05 20:16:56
ZENUSDT,46.86,2022-04-05 20:16:56
SXPBTC,3.294e-05,2022-04-05 20:16:56
SXPBNB,0.003362,2022-04-05 20:16:56
SXPBUSD,1.512,2022-04-05 20:16:56
SNXBTC,0.000135,2022-04-05 20:16:56
SNXBNB,0.0138,2022-04-05 20:16:56
SNXBUSD,6.201,2022-04-05 20:16:56
SNXUSDT,6.203,2022-04-05 20:16:56
ETHUPUSDT,47.853,2022-04-05 20:16:56
ETHDOWNUSDT,0.452,2022-04-05 20:16:56
ADAUPUSDT,14.731,2022-04-05 20:16:56
ADADOWNUSDT,0.00273,2022-04-05 20:16:56
LINKUPUSDT,0.19204,2022-04-05 20:16:56
LINKDOWNUSDT,0.005965,2022-04-05 20:16:56
VTHOBNB,1.079e-05,2022-04-05 20:16:56
VTHOBUSD,0.000718,2022-04-05 20:16:56
VTHOUSDT,0.004861,2022-04-05 20:16:56
DCRBUSD,16.035,2022-04-05 20:16:56
DGBUSDT,0.03317,2022-04-05 20:16:56
GBPUSDT,1.306,2022-04-05 20:16:56
STORJBUSD,1.3035,2022-04-05 20:16:56
SXPUSDT,1.512,2022-04-05 20:16:56
IRISBNB,0.001662,2022-04-05 20:16:56
IRISBTC,1.69e-06,2022-04-05 20:16:56
IRISBUSD,0.0608,2022-04-05 20:16:56
MKRBNB,6.903,2022-04-05 20:16:56
MKRBTC,0.05106,2022-04-05 20:16:56
MKRUSDT,2343.0,2022-04-05 20:16:56
MKRBUSD,2329.0,2022-04-05 20:16:56
DAIBNB,0.04876,2022-04-05 20:16:56
DAIBTC,8.966e-05,2022-04-05 20:16:56
DAIUSDT,1.0189,2022-04-05 20:16:56
DAIBUSD,1.0181,2022-04-05 20:16:56
RUNEBNB,0.02442,2022-04-05 20:16:56
RUNEBTC,0.000239,2022-04-05 20:16:56
RUNEBUSD,10.97,2022-04-05 20:16:56
MANABUSD,2.5826,2022-04-05 20:16:56
DOGEBUSD,0.171,2022-04-05 20:16:56
LENDBUSD,0.5153,2022-04-05 20:16:56
ZRXBUSD,0.8189,2022-04-05 20:16:56
DCRUSDT,63.0,2022-04-05 20:16:56
STORJUSDT,1.3061,2022-04-05 20:16:56
XRPBKRW,319.76,2022-04-05 20:16:56
ADABKRW,327.55,2022-04-05 20:16:56
BTCAUD,60607.3,2022-04-05 20:16:56
ETHAUD,4553.74,2022-04-05 20:16:56
AUDBUSD,0.7569,2022-04-05 20:16:56
FIOBNB,0.0002482,2022-04-05 20:16:56
FIOBTC,2.43e-06,2022-04-05 20:16:56
FIOBUSD,0.1114,2022-04-05 20:16:56
BNBUPUSDT,222.66,2022-04-05 20:16:56
BNBDOWNUSDT,0.05765,2022-04-05 20:16:56
XTZUPUSDT,0.002551,2022-04-05 20:16:56
XTZDOWNUSDT,2.6001,2022-04-05 20:16:56
AVABNB,0.004074,2022-04-05 20:16:56
AVABTC,3.992e-05,2022-04-05 20:16:56
AVABUSD,1.824,2022-04-05 20:16:56
USDTBKRW,1125.0,2022-04-05 20:16:56
BUSDBKRW,1097.18,2022-04-05 20:16:56
IOTABUSD,0.8307,2022-04-05 20:16:56
MANAUSDT,2.5821,2022-04-05 20:16:56
XRPAUD,1.0861,2022-04-05 20:16:56
BNBAUD,593.4,2022-04-05 20:16:56
AUDUSDT,0.7568,2022-04-05 20:16:56
BALBNB,0.4258,2022-04-05 20:16:56
BALBTC,0.0003652,2022-04-05 20:16:56
BALBUSD,16.76,2022-04-05 20:16:56
YFIBNB,82.19,2022-04-05 20:16:56
YFIBTC,0.5188,2022-04-05 20:16:56
YFIBUSD,23843.29,2022-04-05 20:16:56
YFIUSDT,23813.16,2022-04-05 20:16:56
BLZBUSD,0.07104,2022-04-05 20:16:56
KMDBUSD,0.4676,2022-04-05 20:16:56
BALUSDT,16.76,2022-04-05 20:16:56
BLZUSDT,0.2041,2022-04-05 20:16:56
IRISUSDT,0.07758,2022-04-05 20:16:56
KMDUSDT,0.5833,2022-04-05 20:16:56
BTCDAI,45891.85,2022-04-05 20:16:56
ETHDAI,3445.52,2022-04-05 20:16:56
BNBDAI,448.7,2022-04-05 20:16:56
USDTDAI,1.0002,2022-04-05 20:16:56
BUSDDAI,1.0001,2022-04-05 20:16:56
JSTBNB,0.0002185,2022-04-05 20:16:56
JSTBTC,1.67e-06,2022-04-05 20:16:56
JSTBUSD,0.07679,2022-04-05 20:16:56
JSTUSDT,0.07675,2022-04-05 20:16:56
SRMBNB,0.0066,2022-04-05 20:16:56
SRMBTC,6.47e-05,2022-04-05 20:16:56
SRMBUSD,2.968,2022-04-05 20:16:56
SRMUSDT,2.966,2022-04-05 20:16:56
ANTBNB,0.01282,2022-04-05 20:16:56
ANTBTC,0.00012574,2022-04-05 20:16:56
ANTBUSD,5.761,2022-04-05 20:16:56
ANTUSDT,5.769,2022-04-05 20:16:56
CRVBNB,0.00687,2022-04-05 20:16:56
CRVBTC,6.21e-05,2022-04-05 20:16:56
CRVBUSD,2.847,2022-04-05 20:16:56
CRVUSDT,2.847,2022-04-05 20:16:56
SANDBNB,0.007504,2022-04-05 20:16:56
SANDBTC,7.345e-05,2022-04-05 20:16:56
SANDUSDT,3.3692,2022-04-05 20:16:56
SANDBUSD,3.3704,2022-04-05 20:16:56
OCEANBNB,0.001348,2022-04-05 20:16:56
OCEANBTC,1.322e-05,2022-04-05 20:16:56
OCEANBUSD,0.6038,2022-04-05 20:16:56
OCEANUSDT,0.6065,2022-04-05 20:16:56
NMRBTC,0.000686,2022-04-05 20:16:56
NMRBUSD,31.46,2022-04-05 20:16:56
NMRUSDT,31.43,2022-04-05 20:16:56
DOTBNB,0.04927,2022-04-05 20:16:56
DOTBTC,0.0004821,2022-04-05 20:16:56
DOTBUSD,22.12,2022-04-05 20:16:56
DOTUSDT,22.12,2022-04-05 20:16:56
LUNABNB,0.2607,2022-04-05 20:16:56
LUNABTC,0.002552,2022-04-05 20:16:56
LUNABUSD,117.07,2022-04-05 20:16:56
LUNAUSDT,117.07,2022-04-05 20:16:56
IDEXBTC,3.85e-06,2022-04-05 20:16:56
IDEXBUSD,0.17674,2022-04-05 20:16:56
RSRBNB,4.07e-05,2022-04-05 20:16:56
RSRBTC,4e-07,2022-04-05 20:16:56
RSRBUSD,0.01828,2022-04-05 20:16:56
RSRUSDT,0.0183,2022-04-05 20:16:56
PAXGBNB,4.291,2022-04-05 20:16:56
PAXGBTC,0.04189,2022-04-05 20:16:56
PAXGBUSD,1923.0,2022-04-05 20:16:56
PAXGUSDT,1922.0,2022-04-05 20:16:56
WNXMBNB,0.1735,2022-04-05 20:16:56
WNXMBTC,0.000672,2022-04-05 20:16:56
WNXMBUSD,22.165,2022-04-05 20:16:56
WNXMUSDT,34.7,2022-04-05 20:16:56
TRBBNB,0.517,2022-04-05 20:16:56
TRBBTC,0.000589,2022-04-05 20:16:56
TRBBUSD,27.05,2022-04-05 20:16:56
TRBUSDT,27.06,2022-04-05 20:16:56
ETHNGN,805670.0,2022-04-05 20:16:56
DOTBIDR,316691.0,2022-04-05 20:16:56
LINKAUD,22.41,2022-04-05 20:16:56
SXPAUD,1.868,2022-04-05 20:16:56
BZRXBNB,0.00514,2022-04-05 20:16:56
BZRXBTC,4.63e-06,2022-04-05 20:16:56
BZRXBUSD,0.2164,2022-04-05 20:16:56
BZRXUSDT,0.2156,2022-04-05 20:16:56
WBTCBTC,0.9997,2022-04-05 20:16:56
WBTCETH,13.32,2022-04-05 20:16:56
SUSHIBNB,0.00929,2022-04-05 20:16:56
SUSHIBTC,9.09e-05,2022-04-05 20:16:56
SUSHIBUSD,4.171,2022-04-05 20:16:56
SUSHIUSDT,4.17,2022-04-05 20:16:56
YFIIBNB,5.11,2022-04-05 20:16:56
YFIIBTC,0.0496,2022-04-05 20:16:56
YFIIBUSD,2275.0,2022-04-05 20:16:56
YFIIUSDT,2277.0,2022-04-05 20:16:56
KSMBNB,0.4082,2022-04-05 20:16:56
KSMBTC,0.003995,2022-04-05 20:16:56
KSMBUSD,183.0,2022-04-05 20:16:56
KSMUSDT,183.3,2022-04-05 20:16:56
EGLDBNB,0.4135,2022-04-05 20:16:56
EGLDBTC,0.004041,2022-04-05 20:16:56
EGLDBUSD,185.51,2022-04-05 20:16:56
EGLDUSDT,185.47,2022-04-05 20:16:56
DIABNB,0.003813,2022-04-05 20:16:56
DIABTC,2.381e-05,2022-04-05 20:16:56
DIABUSD,1.084,2022-04-05 20:16:56
DIAUSDT,1.085,2022-04-05 20:16:56
RUNEUSDT,10.967,2022-04-05 20:16:56
FIOUSDT,0.1114,2022-04-05 20:16:56
UMABTC,0.0001745,2022-04-05 20:16:56
UMAUSDT,7.989,2022-04-05 20:16:56
EOSUPUSDT,0.2113,2022-04-05 20:16:56
EOSDOWNUSDT,0.0003665,2022-04-05 20:16:56
TRXUPUSDT,0.09246,2022-04-05 20:16:56
TRXDOWNUSDT,7.355,2022-04-05 20:16:56
XRPUPUSDT,1.4042,2022-04-05 20:16:56
XRPDOWNUSDT,0.0003773,2022-04-05 20:16:56
DOTUPUSDT,1.9822,2022-04-05 20:16:56
DOTDOWNUSDT,7.563,2022-04-05 20:16:56
SRMBIDR,26748.0,2022-04-05 20:16:56
ONEBIDR,119.92,2022-04-05 20:16:56
LINKTRY,250.7,2022-04-05 20:16:56
USDTNGN,589.7,2022-04-05 20:16:56
BELBNB,0.002575,2022-04-05 20:16:56
BELBTC,2.517e-05,2022-04-05 20:16:56
BELBUSD,1.156,2022-04-05 20:16:56
BELUSDT,1.155,2022-04-05 20:16:56
WINGBNB,0.04865,2022-04-05 20:16:56
WINGBTC,0.000236,2022-04-05 20:16:56
SWRVBNB,0.001504,2022-04-05 20:16:56
SWRVBUSD,0.5649,2022-04-05 20:16:56
WINGBUSD,10.85,2022-04-05 20:16:56
WINGUSDT,10.81,2022-04-05 20:16:56
LTCUPUSDT,0.4801,2022-04-05 20:16:56
LTCDOWNUSDT,2.2279,2022-04-05 20:16:56
LENDBKRW,579.46,2022-04-05 20:16:56
SXPEUR,1.387,2022-04-05 20:16:56
CREAMBNB,0.1132,2022-04-05 20:16:56
CREAMBUSD,50.5,2022-04-05 20:16:56
UNIBNB,0.02496,2022-04-05 20:16:56
UNIBTC,0.0002443,2022-04-05 20:16:56
UNIBUSD,11.21,2022-04-05 20:16:56
UNIUSDT,11.22,2022-04-05 20:16:56
NBSBTC,3.1e-07,2022-04-05 20:16:56
NBSUSDT,0.01587,2022-04-05 20:16:56
OXTBTC,6.33e-06,2022-04-05 20:16:56
OXTUSDT,0.2898,2022-04-05 20:16:56
SUNBTC,0.000711,2022-04-05 20:16:56
SUNUSDT,0.01632,2022-04-05 20:16:56
AVAXBNB,0.20529,2022-04-05 20:16:56
AVAXBTC,0.0020065,2022-04-05 20:16:56
AVAXBUSD,92.14,2022-04-05 20:16:56
AVAXUSDT,92.11,2022-04-05 20:16:56
HNTBTC,0.0005271,2022-04-05 20:16:56
HNTUSDT,24.25,2022-04-05 20:16:56
BAKEBNB,0.002316,2022-04-05 20:16:56
BURGERBNB,0.00386,2022-04-05 20:16:56
SXPBIDR,19956.0,2022-04-05 20:16:56
LINKBKRW,16948.99,2022-04-05 20:16:56
FLMBNB,0.00333,2022-04-05 20:16:56
FLMBTC,5.69e-06,2022-04-05 20:16:56
FLMBUSD,0.2321,2022-04-05 20:16:56
FLMUSDT,0.2606,2022-04-05 20:16:56
SCRTBTC,0.0001359,2022-04-05 20:16:56
SCRTETH,0.0018082,2022-04-05 20:16:56
CAKEBNB,0.02137,2022-04-05 20:16:56
CAKEBUSD,9.58,2022-04-05 20:16:56
SPARTABNB,0.0003612,2022-04-05 20:16:56
UNIUPUSDT,1.055,2022-04-05 20:16:56
UNIDOWNUSDT,2.172,2022-04-05 20:16:56
ORNBTC,8.55e-05,2022-04-05 20:16:56
ORNUSDT,3.916,2022-04-05 20:16:56
TRXNGN,20.71,2022-04-05 20:16:56
SXPTRY,22.34,2022-04-05 20:16:56
UTKBTC,6.05e-06,2022-04-05 20:16:56
UTKUSDT,0.2774,2022-04-05 20:16:56
XVSBNB,0.02898,2022-04-05 20:16:56
XVSBTC,0.0002811,2022-04-05 20:16:56
XVSBUSD,12.93,2022-04-05 20:16:56
XVSUSDT,12.91,2022-04-05 20:16:56
ALPHABNB,0.00113,2022-04-05 20:16:56
